key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_dm.dim_agent.bilingual_spanish_ind,Bilingual Spanish,"<p>Y = bilingual spanish, N = does not speak spanish. self reported by agent.¬†</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.bilingual_french_ind,Bilingual French Indicator,"<p>Used to identify agents that are skilled to take French calls. Data is updated using Employee Profile Updater (EPU), Onboarding Center and directly in ALM</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.auth_id,Authorization ID,<p>Organization Authorization ID</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl6_dsc,Spanish Flag,<p>this determines what language current active queues are set to handle (only spanish is currently labeled). For older queues this was a way to identify different unique properties that we've moved away from</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.attrition_reason_desc,Attrition Reason,"<p>The reason why an agent quit. Is not required currently for employees hired by Intuit, as opposed to an outside company</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.attrition_datetime,Attrition Date and Time,<p>The Date and time at which an agent is terminated. The agent is deprovisioned at this time. (ALM status = deprovisioning)</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.answer_exchange_username,Answer Exchange Username,<p>Concatenation of team and user id to determine profile on answers exchange</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.agent_type_name,Agent Type Name,<p>Rollup of agent profile mappings.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.agent_status_name,Agent's Current Employment Status,"<p>Agent's current employment status, eg. In Training, Active, Inactive, Termed.¬†</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_agent.agent_key,Agent Key,<p>Surrogate key for the table--this is a test description</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl10_dsc,L+D Group,"<p>Learning and Development skill segment this skill is to uniquely connect, litmos and queues to validate as agents have completed training they are eligible for specific queues</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_pro_daily_productive_hours.acw_seconds,After Call Work Seconds,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl3_dsc,Customer Service Type,"<p>this was determined as another unique identifier towards a different layer if the contact types were going to be used to customer service, general, old, tracking, as users needed to look up queues. Typically it wouldn't be used as we've moved away from this field of report.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.state_dur,Agent Duration in a State,"<div><p>Amount of Time, in seconds, the Agent spent within a specific State. Can be calculated by using a Date Difference from an Agent's State_End and State_Start within the specific Status.</p><p><br></p><p><strong>DATEDIFF ( second, 'state_start_ts', 'state_end_ts' )  </strong></p><h3 title=""Column Profile""><br></h3></div>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.src_sub_system,Source Sub System,"<p>*We don't use this field, but used in other BUs</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.audit_ins_key,Audit Insert Key,<p>Generated Key of Insert.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.cc_id,Customer Contact ID,"<p>A system agnostic unique Id that links all records of a call together as a single contact. Using logic from within each source system to link segments of a contact together. To link across systems, ids from one system need to be passed to the other. Ex. the INET id is passed into the Connect CTR attributes field and from there the INET IVR portion of the call can be connected to the Queue and Agent portions.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_rec_id,Skill Rec Id,<p>Quickbase Unique Row Identifier</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.src_system,Source System,"<p>Generated Value based on the Source of the record (call), Amazon Connect or ININ.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_start_dt,Skill Startdate Date,<p>when the queue started into production and the queue will start handling volume</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.leg_end_ts_utc,Leg End Timestamp (Coordinated Universal Time),<p>The time that the leg of the call ended in universal time.<br><br>See source mapping documents to understand which field from each source was used.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.entered_ivr_flg,Entered Interactive Voice Response Flag,"<p>Binary flag to indicate if the contact came from the IVR.  In cases where the contact was inserted via an API, this would be 0.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.agent_connect_no_handled_dur,Agent Connect No Handled Duration,<p>Gives the duration of the call if the caller and agent connect but is less than or equal to 60 seconds.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.aud_ins_ts,Audit Inserts Timestamp,<p>when the quickbase audit log timestamp happened on the initial load of the record</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.agent_cc_missed_cnt,Agent Customer Contact Missed Count,<p>Refers to an end type (transfer to agent) then totals agent missed call count. </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.queue_name,Queue Name,<p>Name of the Queue call was placed in.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.cc_standardized_pk,Customer Contact Standardized Primary Key,<p>Auto-generated sequence key</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.audit_upd_key,Audit Update Key,<p>Generated Key of Update.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.leg_dnis_raw,Leg Dialed Number Identification Service Raw,<p>The number dialed by the customer to reach Intuit (for inbound calls).</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.missed_duration,Missed Call Duration,"<div><p>Duration, in Seconds, a customer spent on the phone as a ""Missed Call""</p><p>A customer will spend 20/21 seconds before being considered a <strong>Connecting Missed </strong>call, while a <strong>Connecting Error</strong> varies. An Agent Missed Call is automated whereas a missed call based on a <strong>Connecting Error</strong> can be attributed to different factors. </p><p>This field is only populated if <strong>missed_flag</strong><strong> = '1'</strong></p></div>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.src_system_id,Source System ID,<p>ID Generated based on Source System.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl7_dsc,Transfer or Langauge Flag,"<p>For Canada Queues, this field determines what language a contact queue is, for US this determines if it's a transfer queue or phone contact channel</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.missed_flg,Missed Call Flag,"<p>Binary Flag (0 = Not Missed, 1 = Missed) indicating if an Agent has Missed a customers Call. Can be attributed to a <strong>C</strong><strong>onnecting Missed</strong>, or a <strong>Connecting Error</strong>, as seen in src_status_desc.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.cc_leg_num,Customer Contact Leg Number,<div><p>An order in which a leg occurs within a call.</p><p><br></p><p>This attribute represents the sequence number for each row of a unique customer contact id order by leg_start_ts_utc.</p></div>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.promised_callback_ts,Promised Callback Timestamp,<p>Timestamp representing when the call was scheduled for callback.  Currently only populated for scheduled callbacks.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.leg_type,Leg Type,"<p>Leg type can be IVR, QUEUE or AGENT.  A traditional call starts from the IVR and progress through Queue to Agent.   If the call is transferred it can either be followed by a QUEUE leg, if transferred to a QUEUE, or to an AGENT if transferred directly to an AGENT.<br><br>Outbound calls start with the AGENT leg.<br><br>Direct to Agent calls go from IVR to AGENT and do not go through the QUEUE.<br><br>While a Scheduled Callback or Click to Call Callback do not involve a traditional IVR experience, there is a short period of time captured in Connect between the Queue and the time it was put into the system.  For this reason, an IVR Leg is included on those experiences.<br><br>Different metrics align to each leg.  For example, the Offered Cnt only occurs on the QUEUE leg as it relates to the QUEUE, where as Handle Cnt only occurs on the AGENT leg since an AGENT has to take a call for it to be handled.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.cc_end_flg,Customer Contact End Flag,<p>Flag to indicate the final leg of the contact.  This is useful when building pathing reporting.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.leg_direction,Leg Direction,<p>This relates to how the contact was originated.  When it comes from the WEB we keep the designation of API as that is what entered the contact into the system.  Most are INBOUND and then there is OUTBOUND.  This value is the original value of the contact and stays consistent with all legs of the calls.<br><br>It is possible to see a callback with a direction of OUTBOUND.  In this case the original call was an OUTBOUND that the agent then transferred to a CALLBACK queue and then it proceeded through as a CALLBACK.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.qb_load_ts,Quickbase Load Timestamp,<p>this is for when the record was loading into the quickbase</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.queue_dur,Queue Duration,"<p>Amount of time, in seconds, the contact spent sitting in the QUEUE before the customer abandoned or before an agent answered.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl8_dsc,Capacity Planning Groups,<p>Capacity Planning Groups. Groups of workgroups we plan contacts at.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl4_dsc,Tier Groups,"<p>this was for if the queue was going to be in service to tier 1 or tier 2 contact. Tier 1 contacts are frontline agents who answer customer contacts, tier 2 would be for harder contacts that the tier 1 agent is now reaching out to a tier 2 agent to discuss the customer problem and get the issue resolved</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_auth_id_accepted_refund.ranked_state_efile_payment_method_id,ranked state efile payment method id,"<p>It indicates the id for the method requested by the customer to receive his refund money or pay the money owed to IRS for his state returns. This is the FK to CTG_ANALYTICS.DIM_EFILE_PAYMENT_METHOD. If two or more individuals use one Auth to submit their returns, then the method corresponding to the highest return amount is retained for this aggregate table</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_elc.contract_ind,contract_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_elc.college_ind,college_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_elc.business_ind,business_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.tnps_score_nbr,tnps_score_nbr,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.tax_year,tax_year,<p>Tax year of the record.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_campaign.email3,Email 3,<p>Email campaign type detail.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.dwh_update_time,dwh_update_time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.dwh_creation_time,dwh_creation_time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.contact_time,contact_time,<p>Time of most recent contact.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.contact_date,contact_date,<p>Date of most recent contact.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_efile_status.filing_type_id,Filing Type Identify,<div><p>key to identify jurisdiction and filing type. ��</p><p>join to ctg_analytics.dim_filing_type<br></p></div>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_customer_success.channel_name,channel_name,<p>Channel of most recent contact.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_efile_status.preparer_auth_id,Preparer Auth Id,"<p>Auth ID of the user who actually filed the return. ��In most cases this will match the customer auth id, but may be different in delegated cases where a pro files on a customer's behalf.<br></p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_dm.agg_auth_id_accepted_refund.ranked_state_efile_payment_method,ranked state efile payment method,"<p>It indicates the method description used by the customer to receive his refund money or pay the money owed to IRS for his state returns. If two or more individuals use one Auth to submit their returns, then the method corresponding to the highest return  state amount is retained for this aggregate table</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.agg_auth_id_revenue.total_nonca_audit_defense_revenue,TOTAL_NONCA_AUDIT_DEFENSE_REVENUE,<p>Revenue generated when the Non CA customers used audit defense.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl2_dsc,Support Type,"<p>This is if the queue was deterermined to be a unqiue queue. Typically General, Spectiality, or Tired Support. This was used for agent specalities from Tier 1 - Tier 3 agents. Typically it wouldn't be used as we've moved away from this field of report.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.handled_flg,Handled Flag,"<p>Values of 0 or 1.  Relevent information occurs on the AGENT leg type.  The handled flag indicates that the contact was handled by an agent.<br><br><br><br>In the callback situation, the system can connect to an agent and to the customers voicemail, this does not necessarily constitutes a handle.  Handle, as the business defines it, is when a customer and an agent interact.<br><br><br><br>This measure has a limitation for Callbacks that when the talk_dur+hold_dur&gt;60 then the flag will be a 1.  Presumes that calls that go to voicemail will be less than a 1 minute and calls over 1 minute likely had the agent and the customer interacting.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.leg_start_ts_utc,Leg Start Timestamp (Coordinated Universal Time),<p>The start time of the leg of the call in coordinated universal time.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.state_end_ts_pt,Agent State End Timestamp (Pacific Time),"<div><p>Timestamp of when an Agent <strong>Ends</strong> a specific Status within a Call in Pacific Time. Each Status End Timestamp is linked to a Status Start Timestamp.</p><h3 title=""Column Profile""><br></h3></div>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.state_start_ts_pt,Agent State Start Timestamp (Pacific Time),<p>Timestamp of when an Agent <strong>Starts</strong> a specific Status within a Call in Pacific Time. Each Status Start Timestamp is linked to a Status End Timestamp.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.audit_upd_date,Audit Update Date,<p>Timestamp of when Data was last Updated in Table.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.callback_type,Callback Type,"<p>Type of callback (HMS, Scheduled, CALLBACK)   click here to understand more about the types of Callbacks.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.state_end_ts_utc,Agent State End Timestamp (Universal Time),<p>Timestamp of when an Agent <strong>Ends</strong> a specific Status within a Call in Universal Time. Each Status End Timestamp is linked to a Status Start Timestamp.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.agent_cc_missed_dur,Agent Customer Contact Missed Duration,<p>How much time has passed that the agent has missed while contacting the customer.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.as_standardized_pk,Agent State Standardized Primary key,<p>Auto Generated Sequence ID used as Primary ID.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.agent_id,Agent ID,<p>Agent Directory Login/Login Username sourced from Amazon. Used to join to Agent Dimension Tables.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cc_standardized.acw_dur,After Call Work Duration,"<p>Time, in seconds, that an agent spent in after call work status.  In most cases this is configured for a set period of time and, by workgroup, will often have the same value for all calls.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_seg_lvl1_dsc,Skill Seg Level 01,"<div><p>groups workgroups at a high level by contact type/resource group.��</p><ul><li>PS = Product Support = product questions typically handled by external agents</li><li>MS= Member Support = log in/SSN reuse questions historically handled internally but now handled externally</li><li>TA = Tax Advice = tax questions handled by our internal tax experts</li><li>TS = Tax Support, simpler tax questions handled by a mixture of internal and external resources��</li></ul></div>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_as_standardized.audit_ins_date,Audit Insert Date,<p>Timestamp of when Data was Inserted into Table.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_cc_skill.skill_dsc,Skill Disc,<p>queue/workgroup name</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.auth_not_complete,Auth Not Complete,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.first_start_date_nextyear,First Start Date Next Year,<p>Tracks the first start date for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.order_amount,Order Amount,<p>Total amount for the order</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.efile_status_description_nextyear,Efile Status Description Next Year,<p>Tracks the efile_status_description for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.entry_page_group_nextyear,Entry Page Group Next Year,<p>Tracks the entry_page_group for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.tto_flag,Tto Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.order_date_nextyear,Order Date Next Year,<p>Tracks the order_date for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.order_date,Order Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.product_rollup,Product Rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.retained,Retained,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.first_start_date,First Start Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.entry_page_group,Entry Page Group,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.order_timestamp,Order Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.last_fed_status_nextyear,Last Fed Status Next Year,<p>Tracks the fed status for the next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.start_sku_rollup_nextyear,Start Sku Rollup Next Year,<p>Tracks the start sku rollup for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.start_sku,Start Sku,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.reject_count_nextyear,Reject Count Next Year,<p>Tracks the reject_count for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.first_neauth_date,First Neauth Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.completed_sku_nextyear,Completed Sku Next Year,<p>Tracks the completed_sku for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.last_status,Last Status,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.customer_type_nextyear,Customer Type Next Year,<p>Tracks the tax day for customer_type if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.last_status_nextyear,Last Status Next Year,<p>Tracks the last status for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.tax_year_lead,Tax Year Lead,<p>Next tax year for the customer</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.product_rollup_nextyear,Product Rollup Next Year,<p>Tracks the tax day for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.efile_status_description,Efile Status Description,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.order_timestamp_nextyear,Order Timestamp Next Year,<p>Tracks the order_timestamp for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.customer_type,Customer Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.tto_flag_nextyear,Tto Flag Next Year,<p>Tracks the tax day for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.start_sku_nextyear,Start Sku Next Year,<p>Tracks the start_sku for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.product_edition_description,Product Edition Description,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.product_edition_description_nextyear,Product Edition Description Next Year,<p>Tracks the product_edition_description for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.completed_sku,Completed Sku,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.channel_nextyear,Channel Next Year,<p>Tracks the channel for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.customer_key,Customer Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.order_amount_nextyear,Order Amount Next Year,<p>Tracks the order_amount for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.defected,Defected,<p>Set to 1 if the customer does not return</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.retention_analytics_master.first_neauth_date_nextyear,First Neauth Date Next Year,<p>Tracks the first neauth tax date for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
